Linux 5.4.0-216-generic (cloud3gxie) 	09/22/25 	_x86_64_	(4 CPU)

22:56:45     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
23:00:24     all    2.50   97.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:25     all    3.50   95.00    0.00    0.00    0.00    0.25    0.00    0.00    0.00    1.25
23:00:26     all    4.56   90.38    0.51    0.00    0.00    0.00    0.00    0.00    0.00    4.56
23:00:27     all    3.26   94.74    0.75    0.00    0.00    0.00    0.00    0.00    0.00    1.25
23:00:28     all    3.76   93.98    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.01
23:00:29     all    3.78   96.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:00:30     all    4.47   90.32    0.25    0.00    0.00    0.00    0.00    0.00    0.00    4.96
23:00:31     all    3.49   95.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
23:00:32     all    4.26   93.98    0.50    0.00    0.00    0.00    0.25    0.00    0.00    1.00
23:00:33     all    0.25   99.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:00:34     all    2.25   97.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:35     all    5.79   90.18    0.76    0.00    0.00    0.00    0.00    0.00    0.00    3.27
23:00:36     all    1.51   97.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.75
23:00:37     all    3.49   94.01    0.75    0.00    0.00    0.00    0.00    0.00    0.00    1.75
23:00:38     all    2.26   96.48    0.25    0.00    0.00    0.00    0.00    0.00    0.00    1.01
23:00:39     all    3.50   93.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.25
23:00:40     all    2.01   97.74    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:00:41     all    4.26   94.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
23:00:42     all    4.19   92.36    0.99    0.00    0.00    0.25    0.00    0.00    0.00    2.22
23:00:43     all    3.76   95.74    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.25
23:00:44     all   10.58   80.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.82
23:00:45     all    1.74   97.76    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:46     all    4.02   95.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:00:47     all    3.21   89.88    0.74    0.00    0.00    0.00    0.00    0.00    0.00    6.17
23:00:48     all    3.02   95.73    0.25    0.00    0.00    0.00    0.00    0.00    0.00    1.01
23:00:49     all    4.47   88.34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    7.20
23:00:50     all    3.02   95.73    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.75
23:00:51     all    3.26   96.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:00:52     all    2.74   95.26    0.75    0.00    0.00    0.00    0.00    0.00    0.00    1.25
23:00:53     all    2.99   96.27    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:00:54     all    0.25   99.25    0.25    0.00    0.00    0.00    0.25    0.00    0.00    0.00
23:00:55     all    3.51   95.49    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
23:00:56     all    2.00   93.52    0.50    0.00    0.00    0.00    0.00    0.00    0.00    3.99
23:00:57     all    2.02   97.48    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:00:58     all    3.75   94.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.00
23:00:59     all    3.25   95.75    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.50
23:01:00     all   15.96   75.81    0.25    0.00    0.00    0.00    0.00    0.00    0.00    7.98
23:01:01     all    1.25   98.25    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:01:02     all    4.01   94.24    0.50    0.00    0.00    0.00    0.00    0.00    0.00    1.25
23:01:03     all    2.74   95.51    0.25    0.00    0.00    0.00    0.00    0.00    0.00    1.50
23:01:04     all    3.51   95.74    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.50
23:01:05     all    5.17   90.64    0.25    0.00    0.00    0.25    0.00    0.00    0.00    3.69
23:01:06     all    1.75   97.26    0.25    0.00    0.00    0.00    0.25    0.00    0.00    0.50
23:01:07     all    4.50   93.50    0.50    0.00    0.00    0.25    0.00    0.00    0.00    1.25
23:01:08     all    3.24   96.01    0.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:01:09     all    6.03   90.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.02
23:01:10     all    1.00   98.01    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.75
23:01:11     all    4.01   94.49    0.50    0.00    0.00    0.00    0.00    0.00    0.00    1.00
23:01:12     all    5.26   91.48    0.75    0.00    0.00    0.00    0.00    0.00    0.00    2.51
23:01:13     all    2.25   97.25    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:01:14     all    0.25   99.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:01:15     all    6.25   93.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
23:01:16     all    4.27   93.72    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.01
23:01:17     all    2.74   96.26    0.25    0.00    0.00    0.25    0.00    0.00    0.00    0.50
23:01:18     all    5.01   91.23    0.25    0.00    0.00    0.00    0.00    0.00    0.00    3.51
23:01:19     all    1.25   97.99    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.25
23:01:20     all    2.99   95.01    0.25    0.00    0.00    0.25    0.00    0.00    0.00    1.50
23:01:21     all    5.25   92.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    2.25
23:01:22     all    1.75   97.26    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
